isin,name,asset_type,asset_subtype,risk_bucket,confidence,has_cv2,has_pev2,has_asset_mix,has_eco_expo,has_ms,has_derived,mix_scale,eco_scale,mix_equity,mix_bond,mix_cash,mix_other,mix_sum,eco_equity,eco_bond,eco_cash,eco_other,eco_sum,retrocession,issue_count,top_severity
LU1594335520,Allianz Global Investors Fund - Allianz Dynamic Multi Asset ,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0.7,0,OK
LU1623762843,Carmignac Pf Credit A EUR Acc,fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0242,0.7216,0.2374,0.0168,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1665237704,M&G (Lux) Global Listed Infrastructure Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8979,0.0001,0.0248,0.0772,1.0000,100,0,0,0,100.0000,1.05,2,BLOCKER
LU1670618187,M&G (Lux) Asian Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9916,0,0.0084,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1670618690,M&G (Lux) Global Emerging Markets Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9648,0.0003,0.0349,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1670626446,M&G (Lux) Japan Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9803,0,0.0197,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1670631016,M&G (Lux) Emerging Markets Bond Fund EUR A Acc,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1670631289,M&G (Lux) Emerging Markets Bond Fund EUR A-H Acc,FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1670707527,M&G (Lux) European Strategic Value Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9383,0,0.0617,0,1.0000,100,0,0,0,100.0000,0.84,1,BLOCKER
LU1670708764,M&G (Lux) Global Convertibles Fund EUR B Acc,FIXED_INCOME,CONVERTIBLE_BOND,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,1.2,1,MEDIUM
LU1670710075,M&G (Lux) Global Dividend Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9928,0.0001,0.0071,0,1.0000,100,0,0,0,100.0000,1.03,2,BLOCKER
LU1670715975,M&G (Lux) Japan Smaller Companies Fund EUR A Acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9869,0,0.0131,0,1.0000,100,0,0,0,100.0000,0.85,1,BLOCKER
LU1670718219,M&G (Lux) Short Dated Corporate Bond Fund EUR A Acc,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1670722161,M&G (Lux) Global Floating Rate High Yield Fund EUR A-H Acc,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9071,0.0927,0.0002,1.0000,0,100,0,0,100.0000,0.56,1,BLOCKER
LU1670724373,M&G (Lux) Optimal Income Fund EUR A Acc,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0007,0.9253,0.0698,0.0042,1.0000,20,80,0,0,100.0000,0.6,1,BLOCKER
LU1679113404,UBS (Lux) Bond SICAV - Floating Rate Income (USD) (EUR hedge,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.96,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1694212348,Nordea 1 - Low Duration European Covered Bond Fund BP EUR,fixed_income,CORPORATE_BOND,LOW,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8308,0.1692,0,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1694789451,DNCA Invest Alpha Bonds A EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.6821,0.3173,0.0005,0.9999,0,100,0,0,100.0000,0,1,BLOCKER
LU1697013008,SIH FCP - Flexible Fixed Income USD,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9378,0.0622,0,1.0000,0,100,0,0,100.0000,0.98,1,BLOCKER
LU1697016019,Sigma Investment House FCP - Selection AggressiveClass A EUR,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8968,0.0019,0.098,0.0033,1.0000,80,20,0,0,100.0000,1.35,2,BLOCKER
LU1697016365,Sigma Investment House FCP - Selection Defensive Class A EUR,MIXED,CONSERVATIVE_ALLOCATION,LOW,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0.65,0,OK
LU1697016878,Sigma Investment House FCP - Selection Conservative Class A ,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.2164,0.7632,0.016,0.0045,1.0001,20,80,0,0,100.0000,1.05,2,BLOCKER
LU1697017256,Sigma Investment House FCP - Selection Moderate Class A EUR,MIXED,MODERATE_ALLOCATION,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.25,1,MEDIUM
LU1697017686,Sigma Investment House FCP - Selection Dynamic Class A EUR,allocation,FLEXIBLE_ALLOCATION,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.5845,0.3062,0.1066,0.0026,0.9999,50,50,0,0,100.0000,1.3,2,BLOCKER
LU1697018064,Sigma Investment House FCP - Best Morgan Stanley Class A EUR,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.35,1,MEDIUM
LU1697018494,Sigma Investment House FCP - Best JP Morgan Class A EUR,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.35,1,MEDIUM
LU1706854152,Amundi S.F. - Diversified Short-Term Bond Select A EUR ND,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,1,0,0.0041,1.0041,0,100,0,0,100.0000,0.3,1,BLOCKER
LU1717592262,Groupama Global Inflation Short Duration NC,MONETARY,UNKNOWN,LOW,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,100,0,100.0000,0,1,MEDIUM
LU1738492658,Aviva Investors - Short Duration Global High Yield Bond Fund,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1740985814,DWS Strategic Allocation Dynamic LD,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0,0,OK
LU1762221155,Invesco Funds - Invesco Global Founders & Owners Fund E Accu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.89,0.0008,0.0278,0.0814,1.0000,100,0,0,0,100.0000,1.38,2,BLOCKER
LU1769941003,DWS Invest CROCI World Value LC,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9938,0,0.0062,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1775950477,Invesco Funds - Invesco Asian Equity Fund E Accumulation EUR,EQUITY,ASIA_PACIFIC_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1814994353,Azvalor Lux SICAV Altum Faith - Consistent Equity R,EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1819480192,Echiquier Artificial Intelligence B EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9855,0,0.0145,0,1.0000,100,0,0,0,100.0000,0.7,1,BLOCKER
LU1829329819,CT (Lux) - Pan European Smaller Companies 1E (EUR Accumulati,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9879,0,0.0121,0,1.0000,100,0,0,0,100.0000,0.83,1,BLOCKER
LU1832969650,Morgan Stanley Investment Funds - Euro Corporate Bond - Dura,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1838941372,Candriam Bonds Floating Rate Notes C EUR Cap,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1868537090,DWS Invest ESG Dynamic Opportunities LC,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0,0,OK
LU1873127366,JPMorgan Liquidity Funds - EUR Liquidity LVNAV Fund A (acc.),MONETARY,UNKNOWN,LOW,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,100,0,100.0000,0,1,MEDIUM
LU1882457143,Amundi Funds - Emerging Markets Corporate High Yield Bond A ,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0002,1,0,0.0058,1.0060,0,100,0,0,100.0000,0,1,BLOCKER
LU1882457739,Amundi Funds - Emerging Markets Corporate High Yield Bond C ,fixed_income,HIGH_YIELD_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,1,0,0.0053,1.0053,0,100,0,0,100.0000,0,1,BLOCKER
LU1882462655,Amundi Funds - Emerging Markets Short Term Bond A2 EUR (C),fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0007,0.8901,0.0823,0.027,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU1882462739,Amundi Funds - Emerging Markets Short Term Bond A2 EUR Hgd (,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0007,0.8901,0.0823,0.027,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU1882475392,Amundi Funds - Euro Multi-Asset Target Income A2 EUR (C),MIXED,CONSERVATIVE_ALLOCATION,LOW,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0,0,OK
LU1883318740,Amundi Funds - Global Equity Responsible A EUR (C),EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1883319474,Amundi Funds - Global Equity Responsible C EUR (C),EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1883327816,Amundi Funds - Global Multi-Asset A EUR (C),MIXED,MODERATE_ALLOCATION,MEDIUM,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU1883329432,Amundi Funds - Global Multi-Asset Conservative A EUR (C),allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.211737,0.720556,0,0.067707,1.0000,20,80,0,0,100.0000,0,1,BLOCKER
LU1883330521,Amundi Funds - Global Multi-Asset Target Income A2 EUR (C),MIXED,CONSERVATIVE_ALLOCATION,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,20,80,0,0,100.0000,0,0,OK
LU1883334275,Amundi Funds - Global Subordinated Bond A EUR (C),fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8714,0,0.1355,1.0069,0,100,0,0,100.0000,0,1,BLOCKER
LU1883340322,Amundi Funds - Pioneer Flexible Opportunities A EUR (C),MIXED,FLEXIBLE_ALLOCATION,HIGH,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU1883342377,Amundi Funds - Global Equity A EUR (C),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.988045,0,0.011955,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1883342880,Amundi Funds - Global Equity C EUR (C),EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU1894680757,Amundi Funds - Income Opportunities A2 EUR (C),MIXED,MODERATE_ALLOCATION,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU1897556517,Groupama Global Disruption NC,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.6,0,OK
LU1899018870,Sigma Investment House FCP - Best M&G Class A EUR Accumulati,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.35,1,MEDIUM
LU1899018953,Sigma Investment House FCP - Best Blackrock Class A EUR Accu,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.35,1,MEDIUM
LU1899019175,Sigma Investment House FCP - Smart Horizon Class A EUR Accum,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,1.65,1,MEDIUM
LU1902444584,CPR Invest - Climate Bonds Euro - A EUR - Acc,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9902,0.0033,0.0066,1.0001,0,100,0,0,100.0000,0.1,1,BLOCKER
LU1915690918,Nordea 1 - Active Rates Opportunities Fund Fund E EUR,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1917163617,BlackRock Global Funds - FinTech Fund E2,EQUITY,SECTOR_EQUITY_TECH,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,1.12,1,MEDIUM
LU1919971074,abrdn SICAV I - Frontier Markets Bond Fund A Acc Hedged EUR,fixed_income,CORPORATE_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9667,0.0272,0.0061,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU1931535931,Allianz Pet and Animal Wellbeing AT EUR,equity,SECTOR_EQUITY_HEALTHCARE,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9851,0,0.0149,0,1.0000,100,0,0,0,100.0000,0.88,1,BLOCKER
LU1939214695,Nordea 1 - Global Diversity Engagement Fund BP EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9861,0,0.0139,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU1951204046,Natixis International Funds (Lux) I - Thematics Meta Fund R/,EQUITY,GLOBAL_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.88,0,OK
LU1951921383,Allianz Global Investors Fund - Allianz Credit Opportunities,fixed_income,CORPORATE_BOND,MEDIUM,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8739,0.123,0.0032,1.0001,0,100,0,0,100.0000,0,1,BLOCKER
LU1961009468,DWS Strategic Allocation Balance NC,MIXED,MODERATE_ALLOCATION,MEDIUM,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU1965927921,DWS Invest ESG Floating Rate Notes LC,FIXED_INCOME,CORPORATE_BOND,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1966822956,Cartesio Funds Income R,allocation,FLEXIBLE_ALLOCATION,LOW,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.187,0.7472,0.0659,0,1.0001,20,80,0,0,100.0000,0,1,BLOCKER
LU1982200609,DWS Invest Corporate Green Bonds LC,FIXED_INCOME,CORPORATE_BOND,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU1983299162,Schroder International Selection Fund Global Alternative Ene,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9423,0,0.0577,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2002383896,Allianz Global Investors Fund - Allianz Credit Opportunities,fixed_income,CORPORATE_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8726,0.1233,0.0041,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU2016064201,Schroder International Selection Fund Global Alternative Ene,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9291,0,0.0709,0,1.0000,100,0,0,0,100.0000,0.72,1,BLOCKER
LU2050411763,BlackRock Global Funds - Emerging Markets Equity Income Fund,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9906,0.0008,0.0086,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2050544563,DWS ESG Multi Asset Dynamic LC,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.92,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0,0,OK
LU2050860480,Fidelity Funds - UK Special Situations Fund A-ACC-EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.974944,0.020864,0,0.004192,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2050929277,Capital Group New Economy Fund (LUX) B (EUR),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9503,0,0.0445,0.0052,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2092176515,BlueBox Funds - BlueBox Global Technology Fund Class C EUR A,equity,SECTOR_EQUITY_TECH,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.992,0,0.008,0,1.0000,100,0,0,0,100.0000,1.1,2,BLOCKER
LU2094235707,Goldman Sachs Global Future Technology Leaders Equity Portfo,EQUITY,SECTOR_EQUITY_TECH,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,1.38,1,MEDIUM
LU2098772366,Candriam Bonds Credit Alpha C EUR,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0.0014,0.7047,0.2392,0.0547,1.0000,0,100,0,0,100.0000,0,1,BLOCKER
LU2131365186,UBS (Lux) Equity Fund - China Opportunity (USD) P EUR acc,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9321,0,0.0679,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2133220793,Robeco Sustainable Asian Stars Equities DL EUR,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9491,0,0.0515,0,1.0006,100,0,0,0,100.0000,0,1,BLOCKER
LU2145461757,Robeco Smart Energy D-EUR Capitalisation,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9769,0,0.0231,0,1.0000,100,0,0,0,100.0000,0.5,1,BLOCKER
LU2145463373,Robeco Smart Energy M2-EUR Capitalisation,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9915,0,0.0085,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2146190835,Robeco Sustainable Water D-EUR Capitalisation,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9866,0,0.0134,0,1.0000,100,0,0,0,100.0000,0.8,1,BLOCKER
LU2210151341,Fidelity Funds - Absolute Return Global Equity Fund A-PF-Acc,ALTERNATIVE,UNKNOWN,HIGH,0.98,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,0,0,100,100.0000,0.75,0,OK
LU2222028099,Merchbanc FCP Renta Fija Flex A,FIXED_INCOME,CORPORATE_BOND,LOW,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0.98,0,OK
LU2240056015,Lonvia Mid-Cap Europe Retail,EQUITY,EUROPE_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.88,0,OK
LU2240056445,Lonvia Mid-Cap Euro Retail,EQUITY,EUROZONE_EQUITY,HIGH,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.83,0,OK
LU2267099674,BlackRock Global Funds - China Bond Fund Class A2 USD (EUR),FIXED_INCOME,EMERGING_MARKETS_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU2278574558,Buy & Hold Luxembourg B&H Equity Class 2,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9999,0,0,0,0.9999,100,0,0,0,100.0000,0.99,1,BLOCKER
LU2278574715,Buy & Hold Luxembourg B&H Flexible Class 2,MIXED,FLEXIBLE_ALLOCATION,HIGH,0.88,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,50,50,0,0,100.0000,0.8,0,OK
LU2278574988,Buy & Hold Luxembourg B&H Bond Class 2,fixed_income,CORPORATE_BOND,LOW,0.90,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9518,0.0482,0,1.0000,0,100,0,0,100.0000,0.96,1,BLOCKER
LU2295319300,Morgan Stanley Investment Funds - Global Brands Fund A (EUR),equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.98,0.004,0.0213,0,1.0053,100,0,0,0,100.0000,0.79,1,BLOCKER
LU2295320068,Morgan Stanley Investment Funds - Global Insight Fund A (EUR,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.949597,0.012183,0.03822,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2337806421,Morgan Stanley Investment Funds - Global Endurance Fund A EU,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9988,0.0001,0.006,0,1.0049,100,0,0,0,100.0000,0,1,BLOCKER
LU2338974699,Natixis International Funds (Lux) I - WCM Select Global Grow,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU2348336004,FF - Climate Solutions Fund E-ACC-EUR,EQUITY,THEMATIC_EQUITY,HIGH,0.94,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU2357235493,Incometric Fund Nartex Equity Fund A Cap EUR Accumulation,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9868,0,0.0132,0,1.0000,100,0,0,0,100.0000,0,1,BLOCKER
LU2357235576,Incometric Fund Nartex Equity Fund R Cap EUR Accumulation,equity,GLOBAL_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9868,0,0.0132,0,1.0000,100,0,0,0,100.0000,0.4,1,BLOCKER
LU2375689580,Sigma Investment House FCP - Global Equity A EUR Income,EQUITY,GLOBAL_INCOME_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,2.5,1,MEDIUM
LU2376061086,FF - Climate Solutions Fund A-Acc-EUR,EQUITY,THEMATIC_EQUITY,HIGH,0.94,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0,0,OK
LU2482630162,European Specialist Investment Funds - M&G European Credit I,fixed_income,CORPORATE_BOND,LOW,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.9518,0.0468,0.0014,1.0000,0,100,0,0,100.0000,0.2,1,BLOCKER
LU2504555777,Fidelity Funds - Global Industrials Fund A-Acc-EUR,equity,SECTOR_EQUITY_INDUSTRIALS,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.9989,0.0005,0.0006,0,1.0000,100,0,0,0,100.0000,1.4,2,BLOCKER
LU2601038578,Invesco Funds - Invesco Global Founders & Owners Fund A Accu,equity,THEMATIC_EQUITY,HIGH,0.99,Y,Y,Y,Y,Y,Y,0-1,0-100,0.8879,0.0001,0.0151,0.0969,1.0000,100,0,0,0,100.0000,0.5,1,BLOCKER
LU2697545163,BlackRock Global Funds - Euro High Yield Fixed Maturity Bond,FIXED_INCOME,HIGH_YIELD_BOND,MEDIUM,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU2697545247,BGF Euro Investment Grade Fixed Maturity Bond Fund 2028 A2,FIXED_INCOME,CORPORATE_BOND,LOW,0.97,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,0,100,0,0,100.0000,0,0,OK
LU2743151057,Natixis International Funds (Lux) I - Ossiam Shiller Barclay,EQUITY,GLOBAL_EQUITY,HIGH,0.93,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,100,0,0,0,100.0000,0.6,0,OK
LU2784406998,Morgan Stanley Investment Funds - Emerging Markets Debt Oppo,fixed_income,EMERGING_MARKETS_BOND,MEDIUM,0.93,Y,Y,Y,Y,Y,Y,0-1,0-100,0,0.8126,0.1853,0.0036,1.0015,0,100,0,0,100.0000,0,1,BLOCKER
LU3038481936,Hamco SICAV - Global Value R EUR Acc,MIXED,AGGRESSIVE_ALLOCATION,HIGH,0.95,Y,Y,N,Y,Y,Y,NONE,0-100,,,,,,80,20,0,0,100.0000,0.34,0,OK
